BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Current Floor,Total Floors
2,5500,380,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,1.0
3,25000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,2.0
1,13000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,3.0,4.0
1,5000,180,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,40000,1650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,3.0
1,12500,250,Super Area,Delhi,Furnished,Bachelors/Family,1,1.0,5.0
1,6000,400,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
2,15500,900,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,75000,1900,Super Area,Delhi,Furnished,Bachelors/Family,3,2.0,3.0
3,36000,892,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
1,13000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,2.0,4.0
3,45000,100,Carpet Area,Delhi,Unfurnished,Bachelors,2,1.0,2.0
2,2000,60,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,1.0
2,28000,80,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,5.0
2,9000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,12000,520,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
1,13000,350,Super Area,Delhi,Furnished,Bachelors/Family,1,1.0,5.0
2,11000,600,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,3.0
3,35000,950,Carpet Area,Delhi,Furnished,Bachelors,2,1.0,4.0
2,10000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
1,20000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,1.0,4.0
2,25000,850,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
1,8000,200,Carpet Area,Delhi,Unfurnished,Bachelors,1,3.0,4.0
4,150000,3000,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,1.0,4.0
3,36000,1500,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,3.0
2,12000,700,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
1,8500,530,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,17000,800,Carpet Area,Delhi,Unfurnished,Bachelors,2,2.0,4.0
1,7500,45,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,5.0
1,16000,900,Super Area,Delhi,Furnished,Bachelors/Family,1,3.0,4.0
1,9000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,4.0
2,8000,650,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,4.0
2,45000,900,Super Area,Delhi,Furnished,Bachelors/Family,2,2.0,4.0
2,27000,900,Carpet Area,Delhi,Furnished,Bachelors/Family,2,4.0,4.0
2,14000,120,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,4.0
2,14000,600,Carpet Area,Delhi,Unfurnished,Bachelors,2,2.0,4.0
2,14000,615,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
1,7500,225,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,10000,800,Carpet Area,Delhi,Unfurnished,Bachelors,1,1.0,4.0
1,7000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,4.0,4.0
1,25000,800,Super Area,Delhi,Furnished,Bachelors/Family,2,4.0,5.0
2,9000,60,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,3.0
3,22000,1000,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,24.0
3,10000,75,Super Area,Delhi,Unfurnished,Bachelors/Family,1,4.0,5.0
3,11000,800,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,4.0
1,12500,200,Super Area,Delhi,Furnished,Bachelors/Family,1,3.0,3.0
3,15000,800,Carpet Area,Delhi,Unfurnished,Bachelors,2,2.0,4.0
2,35000,80,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,3.0
2,35000,900,Super Area,Delhi,Unfurnished,Family,2,2.0,4.0
2,52000,1125,Super Area,Delhi,Furnished,Bachelors/Family,2,2.0,5.0
3,15000,900,Super Area,Delhi,Unfurnished,Bachelors/Family,2,3.0,4.0
2,32000,1100,Carpet Area,Delhi,Unfurnished,Bachelors,2,3.0,3.0
1,11500,400,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,45000,713,Carpet Area,Delhi,Furnished,Bachelors/Family,3,1.0,1.0
2,16000,700,Carpet Area,Delhi,Unfurnished,Bachelors,1,4.0,4.0
2,20000,1000,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,3.0
1,7000,54,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,5.0
3,85000,200,Carpet Area,Delhi,Unfurnished,Bachelors,3,3.0,3.0
1,15000,200,Super Area,Delhi,Furnished,Bachelors/Family,1,4.0,4.0
2,22000,800,Super Area,Delhi,Furnished,Bachelors/Family,2,3.0,3.0
2,32000,1000,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,3.0
2,20000,500,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,4.0,4.0
1,35000,300,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,5.0
2,35000,900,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
3,65000,240,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,1.0,4.0
2,15000,650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,12000,950,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,3.0,5.0
1,8000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,11000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,5.0
2,12000,450,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,4.0,4.0
4,140000,2800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,2.0,4.0
2,24000,150,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,2.0
1,20000,400,Carpet Area,Delhi,Furnished,Bachelors/Family,1,3.0,4.0
3,16000,100,Super Area,Delhi,Furnished,Bachelors/Family,2,3.0,4.0
1,15000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,28500,900,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,30000,1350,Super Area,Delhi,Semi-Furnished,Family,3,1.0,7.0
1,16000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
3,80000,1700,Carpet Area,Delhi,Furnished,Bachelors,3,1.0,4.0
1,11000,400,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
2,21000,110,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,10500,1200,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,4.0
2,15000,50,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,16000,100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,45000,1000,Super Area,Delhi,Furnished,Bachelors/Family,2,2.0,3.0
1,6000,63,Super Area,Delhi,Furnished,Bachelors/Family,1,4.0,4.0
3,40000,1800,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,36000,1440,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,3.0
2,12000,55,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
3,45000,1500,Carpet Area,Delhi,Unfurnished,Bachelors,3,1.0,12.0
2,20000,400,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,10000,100,Carpet Area,Delhi,Furnished,Bachelors/Family,2,1.0,4.0
2,5000,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,3.0
2,8000,100,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
2,13000,455,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,4.0
2,15000,80,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,7500,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
1,6000,400,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
4,100000,300,Super Area,Delhi,Unfurnished,Bachelors/Family,4,1.0,3.0
2,12000,700,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,10000,600,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,4.0,5.0
2,10000,800,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,12000,950,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,3.0
2,15000,450,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,4.0,4.0
1,10000,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,3.0
2,12000,68,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,5.0
2,14500,850,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
2,18500,1000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,3.0,4.0
1,24000,600,Carpet Area,Delhi,Furnished,Bachelors,1,4.0,4.0
2,11000,65,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,52000,1700,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,1.0
3,70000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
2,12000,1000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,22000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
4,200000,2300,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,1.0,1.0
2,20000,75,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,3.0
3,45000,200,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,4.0
1,8000,200,Carpet Area,Delhi,Unfurnished,Bachelors,1,2.0,4.0
1,8000,200,Carpet Area,Delhi,Unfurnished,Bachelors,1,2.0,4.0
2,9500,450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,25000,750,Carpet Area,Delhi,Furnished,Bachelors,2,1.0,4.0
2,12000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,1.0,4.0
2,24000,84,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,1.0,4.0
2,27000,90,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,3.0
2,18000,90,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,17000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,3.0
2,15000,75,Super Area,Delhi,Unfurnished,Bachelors/Family,2,4.0,5.0
1,13000,512,Carpet Area,Delhi,Furnished,Bachelors/Family,1,1.0,3.0
3,70000,1500,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,3.0
1,14000,446,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,32000,1100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,4.0,5.0
1,4000,125,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,2.0
3,100000,1800,Super Area,Delhi,Furnished,Bachelors/Family,3,3.0,5.0
3,20000,1300,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,4.0
3,30000,2000,Super Area,Delhi,Semi-Furnished,Family,2,7.0,10.0
2,150000,1200,Carpet Area,Delhi,Furnished,Bachelors,2,2.0,3.0
3,19500,125,Super Area,Delhi,Unfurnished,Bachelors,2,1.0,4.0
2,18000,730,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,3.0
2,25000,160,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,3.0,3.0
2,18000,1000,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
1,10000,450,Super Area,Delhi,Furnished,Bachelors/Family,1,1.0,5.0
2,12000,75,Super Area,Delhi,Furnished,Bachelors/Family,2,2.0,4.0
3,25000,2000,Super Area,Delhi,Semi-Furnished,Bachelors,3,1.0,3.0
4,40000,2400,Super Area,Delhi,Unfurnished,Bachelors,3,4.0,4.0
2,30000,1800,Super Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
3,29000,1800,Super Area,Delhi,Unfurnished,Family,3,2.0,4.0
3,35000,2200,Super Area,Delhi,Unfurnished,Bachelors/Family,3,2.0,4.0
3,21000,2200,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,31000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,8000,75,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
2,15500,75,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,32000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,3.0,4.0
3,30000,160,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
4,42000,2700,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,2.0,4.0
3,20500,1050,Carpet Area,Delhi,Furnished,Bachelors/Family,2,3.0,4.0
3,60000,1800,Super Area,Delhi,Furnished,Bachelors/Family,3,2.0,3.0
2,95000,2700,Super Area,Delhi,Furnished,Bachelors/Family,2,1.0,3.0
1,16000,499,Carpet Area,Delhi,Semi-Furnished,Family,1,2.0,3.0
1,8500,450,Carpet Area,Delhi,Unfurnished,Bachelors,1,3.0,4.0
1,14000,60,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,4.0
3,140000,2200,Super Area,Delhi,Unfurnished,Bachelors/Family,3,2.0,4.0
2,8000,130,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,12500,650,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,14000,100,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,4.0
2,6000,45,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,3.0
2,10000,600,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,3.0
3,15000,800,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,8000,1500,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,1.0,1.0
1,10000,30,Super Area,Delhi,Furnished,Bachelors/Family,1,1.0,5.0
1,8500,55,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
2,25000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,13000,1000,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,2.0
1,6000,360,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,2.0
1,7000,450,Super Area,Delhi,Furnished,Bachelors/Family,1,1.0,4.0
2,22000,900,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,4.0,5.0
2,40000,1100,Super Area,Delhi,Furnished,Bachelors/Family,2,2.0,4.0
2,22000,700,Super Area,Delhi,Furnished,Bachelors/Family,2,2.0,4.0
1,4500,400,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,2.0
3,15000,950,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
3,130000,3000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,1.0,5.0
2,23000,950,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,3.0,3.0
3,45000,1100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,1.0,4.0
1,15000,497,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,4.0
3,13000,100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,10000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,4.0
2,10000,55,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
1,6500,300,Super Area,Delhi,Unfurnished,Bachelors/Family,1,4.0,5.0
1,7000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,2.0,4.0
2,7000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
4,17401,650,Super Area,Delhi,Furnished,Bachelors/Family,2,4.0,4.0
1,5500,630,Super Area,Delhi,Furnished,Bachelors/Family,1,2.0,4.0
1,20000,450,Super Area,Delhi,Unfurnished,Family,1,1.0,3.0
2,7000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,2.0
5,190000,200,Carpet Area,Delhi,Unfurnished,Bachelors,5,2.0,2.0
2,13000,95,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
4,60000,272,Carpet Area,Delhi,Furnished,Bachelors,3,2.0,4.0
2,17000,800,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
2,16000,50,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
1,9500,400,Super Area,Delhi,Furnished,Bachelors/Family,1,2.0,4.0
1,5000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,27000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
3,29000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
3,29000,2000,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,1.0,4.0
4,37000,2700,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,2.0,3.0
4,36000,2700,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,3.0
3,35000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,4.0,4.0
4,42000,2700,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,2.0,4.0
3,37000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,1.0,4.0
3,30000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,3.0
3,20000,1200,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,3.0
1,8500,600,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,1.0,4.0
1,11000,350,Super Area,Delhi,Furnished,Bachelors/Family,1,2.0,5.0
2,14000,100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,55000,1800,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,1.0,3.0
2,25000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,3.0,4.0
3,20500,1150,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,3.0,4.0
4,28000,1400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,5000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
4,35000,300,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
3,30000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,10000,500,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,4.0
1,11000,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
2,17000,80,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,4.0
2,35000,1000,Super Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
3,30000,1600,Super Area,Delhi,Unfurnished,Bachelors/Family,2,6.0,10.0
4,30000,1800,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,6.0,8.0
2,13000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,13000,900,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,11000,480,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,4.0,5.0
1,13000,180,Carpet Area,Delhi,Unfurnished,Bachelors,1,2.0,2.0
2,33000,1000,Carpet Area,Delhi,Unfurnished,Bachelors,2,1.0,3.0
3,25000,1120,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,3.0
3,70000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,2.0,4.0
3,30000,1200,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,3.0
1,9000,550,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
2,14500,1400,Super Area,Delhi,Unfurnished,Bachelors,1,3.0,4.0
3,50000,1600,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
1,20000,650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
4,15000,120,Super Area,Delhi,Furnished,Bachelors/Family,4,2.0,4.0
2,7500,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,3.0
1,13500,520,Super Area,Delhi,Furnished,Bachelors/Family,1,2.0,4.0
1,14000,850,Super Area,Delhi,Semi-Furnished,Bachelors,1,2.0,4.0
2,18000,850,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,1.0,4.0
2,14000,585,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,65000,1600,Carpet Area,Delhi,Furnished,Bachelors/Family,2,2.0,4.0
2,22000,950,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,5.0
1,4000,120,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,2.0
2,10000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,3.0
1,7500,200,Carpet Area,Delhi,Unfurnished,Bachelors,1,2.0,4.0
1,17000,550,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,18000,650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
4,70000,2800,Carpet Area,Delhi,Unfurnished,Bachelors,4,6.0,10.0
1,10000,50,Super Area,Delhi,Furnished,Bachelors/Family,1,3.0,4.0
2,15000,550,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,4.0,4.0
2,16500,90,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,4.0,5.0
3,100000,2925,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,1.0,4.0
1,7500,150,Carpet Area,Delhi,Furnished,Bachelors/Family,1,4.0,4.0
2,6000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,3.0
2,18000,750,Carpet Area,Delhi,Unfurnished,Bachelors,2,4.0,4.0
2,18000,975,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,8000,106,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,14000,750,Super Area,Delhi,Furnished,Bachelors/Family,2,4.0,6.0
2,11000,80,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,25000,96,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,5.0
1,9000,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,3.0
3,47000,1550,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,20000,1000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,3.0,3.0
1,6000,400,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
1,5000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,4.0
2,20000,1000,Super Area,Delhi,Semi-Furnished,Family,1,3.0,4.0
1,10000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,15000,100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,13500,550,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,5500,400,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,3.0
1,14000,60,Super Area,Delhi,Furnished,Bachelors/Family,1,1.0,5.0
4,18000,900,Super Area,Delhi,Unfurnished,Bachelors/Family,2,3.0,5.0
1,20000,700,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,5.0
2,9300,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
3,80000,2000,Carpet Area,Delhi,Furnished,Bachelors,3,2.0,4.0
2,7500,400,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,2.0,3.0
3,30000,1500,Carpet Area,Delhi,Unfurnished,Bachelors,2,1.0,4.0
2,13000,70,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2.0,4.0
2,8500,60,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
3,44300,200,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,4.0
2,45000,1650,Carpet Area,Delhi,Furnished,Bachelors,2,2.0,4.0
2,30000,1150,Carpet Area,Delhi,Unfurnished,Bachelors,2,3.0,3.0
2,40000,1800,Carpet Area,Delhi,Furnished,Bachelors,2,2.0,4.0
4,530000,4000,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,5,3.0,4.0
2,12000,900,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,2.0
2,13500,700,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,2.0
2,30000,900,Super Area,Delhi,Unfurnished,Bachelors/Family,2,2.0,4.0
1,9500,400,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,2.0,2.0
4,200000,2700,Carpet Area,Delhi,Unfurnished,Bachelors,4,2.0,4.0
3,30000,2000,Super Area,Delhi,Unfurnished,Bachelors/Family,3,2.0,4.0
2,9000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,3.0
2,13000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,2.0,4.0
2,7000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,5.0
1,18000,450,Carpet Area,Delhi,Furnished,Bachelors/Family,1,1.0,4.0
1,3500,350,Super Area,Delhi,Unfurnished,Bachelors/Family,1,1.0,3.0
4,65000,272,Carpet Area,Delhi,Unfurnished,Bachelors/Family,4,1.0,4.0
1,19000,545,Super Area,Delhi,Furnished,Bachelors/Family,1,2.0,3.0
2,23000,84,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,12000,600,Super Area,Delhi,Furnished,Bachelors/Family,1,2.0,4.0
2,15000,75,Super Area,Delhi,Unfurnished,Bachelors/Family,2,3.0,4.0
3,38000,165,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
3,50000,1100,Carpet Area,Delhi,Unfurnished,Bachelors,3,1.0,4.0
1,6500,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3.0,3.0
3,35000,150,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,3.0
2,15000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,5.0
3,30000,250,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,10000,70,Super Area,Delhi,Unfurnished,Bachelors/Family,2,1.0,5.0
1,18000,300,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,3.0,4.0
3,30000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,1.0,4.0
1,16000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,3.0,4.0
3,22000,1250,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,9000,480,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,1.0,4.0
2,20200,84,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,2.0,4.0
